cntr_01,dist_x,pang_x,ra_01,dec_01,reqkey,tn,object,ra,dec,irac8,irac8u,iras12,iras12u,irs16,irs16u,irs22,irs22u,mips24,mips24u,iras25,iras25u,mips24_irac8,mips24_irs16,irs16_irac8,iras25_iras12,ra_sl,dec_sl,pa_sl,ra_ll,dec_ll,pa_ll,date_obs,campname,bandpass,oflag,ratio_sl2_sl1,ratio_sl1_ll2,ratio_ll2_ll1,ra_rqst,dec_rqst,ra_del,dec_del,width_sl2,width_sl1,width_ll2,width_ll1,xtable,enhid,campid,obsrvr,progid,wave_min,wave_max
78,185.335071,-20.365763,2.8204327900E+01,-3.4468440000E+00,26493184,1,KUG 0150-036B,28.18638,-3.39858,1.277E-03,7.679E-04,1.690E-03,8.214E-04,2.681E-03,2.245E-03,6.027E-03,3.779E-03,6.119E-03,3.353E-03,6.603E-03,3.576E-03,4.7917,2.2824,2.0995,3.9071,28.18638,-3.39858,151.80971,28.18661,-3.39856,68.06971,2008-08-14 17:39:48,IRSX009400,IRS Merged 5.217-37.86um,15,0.198,2.653,0.794,28.18642,-3.39872,-0.00004,0.00014,null,null,null,null,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX009400/r26493184/enhanced/SPITZER_S5_26493184_01_merge.tbl"">Table spectrum</a><br />",15253,1361,"Weaver, Kimberly",50588,5.21725,37.86356
79,null,null,2.8667993500E+01,-2.7117034000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
80,null,null,2.8853972600E+01,2.4712572000E+00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
81,null,null,2.9295639900E+01,4.7266450800E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
82,null,null,3.0079396200E+01,2.4473837200E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
83,0.299032,23.456960,3.0276916700E+01,-6.8158862000E+00,18944512,1,NGC 788,30.27695,-6.81581,5.713E-02,2.138E-03,1.138E-01,2.309E-03,2.329E-01,4.176E-03,3.162E-01,5.685E-03,3.116E-01,6.069E-03,3.193E-01,5.958E-03,5.4542,1.3379,4.0767,2.8058,30.27695,-6.81581,153.24155,30.27694,-6.81581,69.50156,2006-08-06 00:34:59,IRSX007200,IRS Merged 5.217-37.86um,15,0.956,0.836,0.976,30.27687,-6.81553,0.00008,-0.00028,2.62,2.85,6.30,8.57,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX007200/r18944512/enhanced/SPITZER_S5_18944512_01_merge.tbl"">Table spectrum</a><br />",10050,855,"Weaver, Kimberly",30745,5.21725,37.86356
84,null,null,3.0572316500E+01,6.8362654900E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
85,null,null,3.0384773000E+01,6.8406075100E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
86,null,null,3.0753940900E+01,-2.4036751000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
87,0.267213,-41.722916,3.1566619400E+01,-2.9145540000E-01,15076096,1,40,31.56657,-0.29140,3.857E-02,1.680E-03,5.124E-02,2.178E-03,6.827E-02,1.950E-03,7.869E-02,2.044E-03,7.438E-02,1.964E-03,7.703E-02,2.011E-03,1.9284,1.0895,1.7700,1.5033,31.56657,-0.29140,-27.83104,31.56660,-0.29136,-111.57102,2006-01-28 00:27:53,IRSX006100,IRS Merged 5.217-37.86um,15,0.954,0.880,1.017,31.56662,-0.29144,-0.00005,0.00004,2.57,2.74,6.49,8.57,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX006100/r15076096/enhanced/SPITZER_S5_15076096_01_merge.tbl"">Table spectrum</a><br />",6995,819,"Hao, Lei",20741,5.21725,37.86356
88,null,null,3.1759185300E+01,2.9512781400E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
89,null,null,3.1964950700E+01,4.4843999700E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
90,null,null,3.2145603700E+01,-1.7659656000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
91,57.295747,100.474428,3.2336851600E+01,-1.0133077000E+01,20336384,3,NGC 0838,32.35275,-10.13597,8.667E-02,1.443E-03,9.938E-02,1.975E-03,1.742E-01,3.498E-03,2.977E-01,5.802E-03,3.152E-01,6.408E-03,3.453E-01,6.686E-03,3.6368,1.8094,2.0099,3.4745,32.35275,-10.13597,-30.24006,32.35249,-10.13597,-113.98005,2007-02-01 22:20:16,IRSX007800,IRS Merged 5.217-37.86um,15,0.533,0.574,0.892,32.35267,-10.13592,0.00008,-0.00005,9.23,9.18,10.58,11.42,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX007800/r20336384/enhanced/SPITZER_S5_20336384_03_merge.tbl"">Table spectrum</a><br />",10529,1079,"Armus, Lee",30323,5.21725,37.86356
92,null,null,3.2405866100E+01,5.2444345700E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
93,null,null,3.2718895000E+01,-4.9698523000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
94,null,null,3.3574753800E+01,5.1747763000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
95,0.096458,111.684053,3.3639845100E+01,-7.6672010000E-01,18508544,1,Mrk590,33.63987,-0.76673,3.492E-02,1.218E-03,8.239E-02,1.849E-03,1.691E-01,3.616E-03,2.454E-01,5.244E-03,2.451E-01,5.416E-03,2.497E-01,5.392E-03,7.0189,1.4494,4.8425,3.0307,33.63987,-0.76673,-26.94224,33.63982,-0.76673,-110.68224,2007-02-09 09:50:47,IRSX007800,IRS Merged 5.217-37.86um,15,0.856,0.797,0.948,33.63983,-0.76669,0.00004,-0.00003,2.68,2.82,6.89,8.32,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX007800/r18508544/enhanced/SPITZER_S5_18508544_01_merge.tbl"">Table spectrum</a><br />",9419,1079,"Gorjian, Varoujan",30572,5.21725,37.86356
96,null,null,3.3655843000E+01,-6.4501400000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
97,0.303429,-90.000010,3.3905926500E+01,-1.2991740000E+01,26418944,1,PKS0213-19,33.90584,-12.99174,9.264E-03,4.014E-04,1.462E-02,4.762E-04,2.815E-02,1.022E-03,4.269E-02,1.599E-03,4.349E-02,1.512E-03,4.369E-02,1.570E-03,4.6945,1.5449,3.0386,2.9884,33.90584,-12.99174,-42.17774,33.90569,-12.99181,-125.91773,2009-01-25 00:38:44,IRSX011900,IRS Merged 5.217-37.86um,15,0.841,0.886,0.914,33.90623,-12.99181,-0.00038,0.00007,2.44,2.88,6.80,8.48,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX011900/r26418944/enhanced/SPITZER_S5_26418944_01_merge.tbl"">Table spectrum</a><br />",15213,1485,"Tadhunter, Clive",50558,5.21725,37.86356
98,null,null,3.4111605200E+01,5.1423572900E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
99,null,null,3.4378491300E+01,7.3825724300E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
100,null,null,3.5526378800E+01,5.2351645500E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
101,null,null,3.5646745600E+01,2.5137446800E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
102,null,null,3.5887815400E+01,4.5821176500E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
103,null,null,3.6261748600E+01,-2.3213451000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
104,null,null,3.6269426700E+01,1.8780155400E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
105,null,null,3.6287582400E+01,-6.3223985000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
106,null,null,3.6607155700E+01,-2.8349681000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
107,null,null,3.6727516100E+01,2.3799662100E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
108,null,null,3.7060304800E+01,3.1311538500E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
109,0.586238,-107.548671,3.7523027200E+01,-8.9981209000E+00,14447872,1,Mrk 1044,37.52287,-8.99817,7.187E-02,1.154E-03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37.52287,-8.99817,154.43500,null,null,null,2005-08-04 13:52:46,IRSX005300,IRS Merged 5.217-14.22um,3,0.806,null,null,37.52271,-8.99794,0.00016,-0.00023,2.45,2.79,null,null,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX005300/r14447872/enhanced/SPITZER_S5_14447872_01_merge.tbl"">Table spectrum</a><br />",6430,795,"Lutz, Dieter",20241,5.21725,14.22932
110,0.328329,87.486324,3.7962406400E+01,-3.6672124000E+01,26485248,1,IC 1816,37.96252,-36.67212,4.231E-02,1.262E-03,9.024E-02,1.906E-03,2.039E-01,3.938E-03,3.248E-01,6.147E-03,3.342E-01,6.681E-03,3.479E-01,6.698E-03,7.8988,1.6390,4.8192,3.8553,37.96252,-36.67212,164.06651,37.96243,-36.67211,80.32648,2008-09-07 02:32:10,IRSX009500,IRS Merged 5.217-37.86um,15,0.746,0.796,0.942,37.96250,-36.67206,0.00002,-0.00007,2.74,2.94,6.22,8.79,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX009500/r26485248/enhanced/SPITZER_S5_26485248_01_merge.tbl"">Table spectrum</a><br />",15236,1364,"Weaver, Kimberly",50588,5.21725,37.86356
111,null,null,3.8202499900E+01,2.0288129500E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
112,0.209529,28.187833,3.8583787400E+01,3.2505718700E+01,26485760,1,NGC 973,38.58382,32.50577,5.048E-02,1.132E-03,6.469E-02,1.485E-03,1.235E-01,3.106E-03,1.852E-01,4.710E-03,1.980E-01,4.908E-03,2.080E-01,5.021E-03,3.9223,1.6032,2.4465,3.2153,38.58382,32.50577,157.70489,38.58385,32.50567,73.96489,2008-09-05 11:35:45,IRSX009500,IRS Merged 5.217-37.86um,15,0.930,0.814,0.878,38.58379,32.50561,0.00002,0.00015,2.46,2.91,6.30,8.99,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX009500/r26485760/enhanced/SPITZER_S5_26485760_01_merge.tbl"">Table spectrum</a><br />",15237,1364,"Weaver, Kimberly",50588,5.21725,37.86356
113,0.765786,-120.636827,3.8657635200E+01,-8.7877916000E+00,13022720,1,NGC 985cluster,38.65745,-8.78790,9.225E-02,2.136E-03,1.535E-01,3.215E-03,2.940E-01,5.759E-03,4.300E-01,8.360E-03,4.318E-01,8.850E-03,4.495E-01,8.882E-03,4.6808,1.4687,3.1870,2.9283,38.65745,-8.78790,-33.52884,38.65741,-8.78746,-117.26884,2005-01-12 18:14:27,IRSX004300,IRS Merged 5.217-37.86um,15,0.900,0.752,0.969,38.65729,-8.78750,0.00016,-0.00040,2.54,2.85,5.94,9.13,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX004300/r13022720/enhanced/SPITZER_S5_13022720_01_merge.tbl"">Table spectrum</a><br />",5607,765,"Armus, Lee",1557,5.21725,37.86356
114,null,null,3.8806070100E+01,-2.9604787000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
115,0.155732,166.143762,3.9582153100E+01,-5.2192308000E+01,26491904,1,ESO 198-024,39.58217,-52.19235,1.955E-02,8.887E-04,3.276E-02,9.266E-04,5.101E-02,1.729E-03,6.194E-02,2.538E-03,5.899E-02,2.351E-03,6.121E-02,2.447E-03,3.0174,1.1564,2.6092,1.8684,39.58217,-52.19235,-125.27544,39.58229,-52.19240,150.98454,2008-11-12 15:47:58,IRSX010700,IRS Merged 5.217-37.86um,15,0.921,0.889,1.017,39.58213,-52.19231,0.00003,-0.00004,2.42,2.79,6.24,8.17,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX010700/r26491904/enhanced/SPITZER_S5_26491904_01_merge.tbl"">Table spectrum</a><br />",15250,1438,"Weaver, Kimberly",50588,5.21725,37.86356
116,null,null,3.9679648900E+01,-6.1289551000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
117,null,null,3.9704079200E+01,-4.0643902000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
118,0.228979,167.509926,4.0270006100E+01,-8.2557579000E+00,18258688,1,NGC1052,40.27002,-8.25582,7.028E-02,9.890E-04,1.384E-01,2.452E-03,2.735E-01,4.651E-03,4.125E-01,7.041E-03,4.144E-01,7.779E-03,4.216E-01,7.541E-03,5.8964,1.5152,3.8916,3.0462,40.27002,-8.25582,166.08264,40.27004,-8.25575,82.34263,2006-09-11 14:05:28,IRSX007400,IRS Merged 5.217-37.86um,15,0.934,0.815,0.943,40.27000,-8.25578,0.00002,-0.00004,2.76,2.88,6.72,8.57,"<a href=""/data/SPITZER/Enhanced/IRS/spectra/IRSX007400/r18258688/enhanced/SPITZER_S5_18258688_01_merge.tbl"">Table spectrum</a><br />",9208,1067,"Kaneda, Hidehiro",30483,5.21725,37.86356
119,null,null,4.0395300400E+01,7.1871611000E+00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
120,null,null,4.0515915300E+01,5.1683819000E+00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
121,null,null,4.0560987900E+01,5.5099865000E+00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
122,null,null,4.0669600000E+01,-1.3286500000E-02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
123,null,null,4.1012489800E+01,5.3474514900E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
124,null,null,4.1198841600E+01,-2.4513846000E+01,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
